"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2014-05-13","83.8","-0.25","5.86","Germano, Justin",518625,430683,"null","ball",,,,,"12","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.1","1.3","2.17","3.08","null","null","451594","2","4","Bot","null","null",,,"455139",,"140513_203816",5.76,-121.92,-2.41,0.38,24.3,-20.54,"3.69","1.81","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","37","2","Cutter","4","0","4","0","0","4","4","0","null","null"
"FT","2014-05-13","85.7","1.83","6.21","Harrison, Matt",514888,457448,"null","ball",,,,,"12","Jose Altuve doubles (13) on a line drive to left fielder Shin-Soo Choo.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.66","0.91","1.74","2.35","null","null","null","2","2","Bot","null","null",,,"455139",,"140513_194315",-4.38,-124.66,-4.63,20.48,22.53,-24.28,"3.05","1.34","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","17","1","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"SL","2014-05-13","79.3","1.56","5.83","Keuchel, Dallas",134181,572971,"null","foul",,,,,"7","Adrian Beltre pops out to shortstop Jonathan Villar.","R","R","L","HOU","TEX","S","null","null","1","1",2014,"0.29","1.14","-0.58","2.16","null","null","null","0","4","Top","null","null",,,"449786",,"140513_202040",-5.7,-115.23,-3.05,3.98,26.5,-23.46,"3.48","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","29","3","Slider","3","0","0","3","0","3","0","3","null","null"
"SI","2014-05-13","85.9","-0.45","5.74","Germano, Justin",518625,430683,"null","called_strike",,,,,"9","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"-1.09","1.02","0.32","2.08","null","null","451594","2","4","Bot","null","null",,,"455139",,"140513_203756",4.06,-124.92,-4.17,-10.61,30.99,-23.3,"3.69","1.84","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","37","1","Sinker","4","0","4","0","0","4","4","0","null","null"
"FT","2014-05-13","88.5","1.56","5.82","Keuchel, Dallas",134181,572971,"null","foul",,,,,"9","Adrian Beltre pops out to shortstop Jonathan Villar.","R","R","L","HOU","TEX","S","null","null","1","0",2014,"1.77","0.88","0.64","2.03","null","null","null","0","4","Top","null","null",,,"449786",,"140513_202022",-6.85,-128.72,-4.86,22.85,27.89,-24.19,"3.48","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","29","2","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","87.8","1.4","6.14","Harrison, Matt",542340,457448,"strikeout","swinging_strike",,,,,"8","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","S","2","null","3","2",2014,"2.02","0.97","0.10","2.09","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194246",-8.29,-127.56,-5.55,25.28,27.97,-23.28,"3.33","1.56","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","16","7","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"SI","2014-05-13","85.4","-0.94","5.6","Germano, Justin",451594,430683,"force_out","hit_into_play",,,,,"13","Dexter Fowler grounds into a force out, fielded by shortstop Elvis Andrus.   George Springer out at 2nd.    Dexter Fowler to 1st.","R","L","R","HOU","TEX","X","6","ground_ball","1","1",2014,"-0.75","0.58","-0.35","1.47","null","null","543807","1","4","Bot",111.45,158.63,,,"455139",,"140513_203704",2.8,-124.34,-4.19,-6.73,32.74,-28.11,"3.54","1.65","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","36","3","Sinker","4","0","4","0","0","4","4","0","null","null"
"FT","2014-05-13","87.8","1.55","5.99","Keuchel, Dallas",134181,572971,"null","ball",,,,,"12","Adrian Beltre pops out to shortstop Jonathan Villar.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.53","1.03","0.89","2.76","null","null","null","0","4","Top","null","null",,,"449786",,"140513_202008",-5.55,-127.67,-3.62,19.57,27.63,-22.56,"3.68","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","29","1","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"SI","2014-05-13","85.6","-0.56","5.75","Germano, Justin",451594,430683,"null","ball",,,,,"2","Dexter Fowler grounds into a force out, fielded by shortstop Elvis Andrus.   George Springer out at 2nd.    Dexter Fowler to 1st.","R","L","R","HOU","TEX","B","null","null","0","1",2014,"-0.42","0.26","0.04","3.25","null","null","543807","1","4","Bot","null","null",,,"455139",,"140513_203635",2.1,-124.65,0.4,-3.21,31.62,-31.49,"3.54","1.84","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","36","2","Sinker","4","0","4","0","0","4","4","0","null","null"
"FT","2014-05-13","88.6","1.09","6.18","Harrison, Matt",542340,457448,"null","ball",,,,,"13","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","B","null","null","2","2",2014,"1.9","1.24","-1.38","1.76","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194234",-10.97,-128.35,-7.15,23.99,29.51,-20.13,"3.31","1.46","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","6","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"FT","2014-05-13","87.8","1.68","6.06","Harrison, Matt",542340,457448,"null","foul",,,,,"14","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","S","null","null","2","2",2014,"2.23","1.42","1.07","1.89","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194205",-7.03,-127.58,-6.78,27.6,29.8,-18.3,"3.33","1.56","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","5","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"CH","2014-05-13","80.2","1.47","5.92","Keuchel, Dallas",462101,572971,"grounded_into_double_play","hit_into_play",,,,,"6","Elvis Andrus grounds into a double play, second baseman Jose Altuve to shortstop Jonathan Villar to first baseman Jesus Guzman.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","X","4","ground_ball","2","0",2014,"1.75","0.79","0.60","2.17","null","455139","425783","1","3","Top",135.54,153.61,,,"449786",,"140513_200711",-5.97,-116.51,-2.73,18.16,26.24,-26.53,"3.23","1.45","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","24","3","Changeup","3","0","0","3","0","3","0","3","null","null"
"SI","2014-05-13","86.4","-1.03","5.63","Germano, Justin",451594,430683,"null","called_strike",,,,,"13","Dexter Fowler grounds into a force out, fielded by shortstop Elvis Andrus.   George Springer out at 2nd.    Dexter Fowler to 1st.","R","L","R","HOU","TEX","S","null","null","0","0",2014,"-0.8","0.51","-1.04","2.15","null","null","543807","1","4","Bot","null","null",,,"455139",,"140513_203616",1.5,-125.81,-2.7,-7.48,31.14,-28.75,"3.46","1.65","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","36","1","Sinker","4","0","4","0","0","4","4","0","null","null"
"CU","2014-05-13","75.1","1.73","6.37","Harrison, Matt",542340,457448,"null","ball",,,,,"14","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","B","null","null","1","2",2014,"0.27","-0.58","0.11","1.03","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194152",-4.28,-109.3,-2.47,3.42,21.32,-38.64,"3.27","1.43","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","4","Curveball","2","0","2","0","0","2","2","0","null","null"
"SI","2014-05-13","85.0","-0.51","5.66","Germano, Justin",543807,430683,"single","hit_into_play",,,,,"14","George Springer singles on a line drive to right fielder Alex Rios.   Jose Altuve scores.","R","R","R","HOU","TEX","X","9","line_drive","3","2",2014,"-0.8","0.52","0.86","1.75","514888","null","null","1","4","Bot",163.65,94.38,,,"455139",,"140513_203526",4.8,-123.62,-3.46,-7.24,31.46,-28.75,"3.65","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.9","null","1","0","null","35","6","Sinker","3","0","3","0","0","4","4","0","null","null"
"FT","2014-05-13","89.0","1.44","5.79","Keuchel, Dallas",462101,572971,"null","ball",,,,,"14","Elvis Andrus grounds into a double play, second baseman Jose Altuve to shortstop Jonathan Villar to first baseman Jesus Guzman.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","B","null","null","1","0",2014,"1.55","0.67","0.36","1.30","null","455139","425783","1","3","Top","null","null",,,"449786",,"140513_200651",-6.73,-129.28,-6.22,20.23,28.81,-26.56,"3.47","1.54","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","24","2","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FF","2014-05-13","86.1","-0.46","5.71","Germano, Justin",543807,430683,"null","called_strike",,,,,"14","George Springer singles on a line drive to right fielder Alex Rios.   Jose Altuve scores.","R","R","R","HOU","TEX","S","null","null","3","1",2014,"-0.58","0.88","1.01","2.33","514888","null","null","1","4","Bot","null","null",,,"455139",,"140513_203506",4.62,-125.22,-3.18,-4.98,32.66,-24.76,"3.54","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","35","5","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","89.2","1.47","5.87","Keuchel, Dallas",462101,572971,"null","ball",,,,,"9","Elvis Andrus grounds into a double play, second baseman Jose Altuve to shortstop Jonathan Villar to first baseman Jesus Guzman.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.27","0.84","0.79","1.75","null","455139","425783","1","3","Top","null","null",,,"449786",,"140513_200631",-5.08,-129.79,-5.7,17,28.97,-24.53,"3.49","1.53","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","24","1","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","88.4","1.34","6.23","Harrison, Matt",542340,457448,"null","called_strike",,,,,"11","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","S","null","null","1","1",2014,"1.54","1.79","-1.10","2.83","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194139",-9.97,-128.25,-5.68,19.39,33.24,-14.1,"3.33","1.56","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","3","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"SI","2014-05-13","86.8","-0.69","5.57","Germano, Justin",543807,430683,"null","called_strike",,,,,"14","George Springer singles on a line drive to right fielder Alex Rios.   Jose Altuve scores.","R","R","R","HOU","TEX","S","null","null","3","0",2014,"-0.42","0.4","1.00","2.02","514888","null","null","1","4","Bot","null","null",,,"455139",,"140513_203446",4.85,-126.31,-2.75,-3.3,29.69,-29.93,"3.58","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","35","4","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","87.6","1.56","6.09","Harrison, Matt",542340,457448,"null","swinging_strike",,,,,"14","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","S","null","null","1","0",2014,"2.14","0.67","0.50","1.26","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194125",-7.97,-127.19,-6.74,26.56,27.92,-26.8,"3.33","1.56","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","2","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"FT","2014-05-13","89.0","1.43","6.08","Keuchel, Dallas",425783,572971,"hit_by_pitch","hit_by_pitch",,,,,"12","Shin-Soo Choo hit by pitch.    Robinson Chirinos to 2nd.","R","L","L","HOU","TEX","B","null","null","1","1",2014,"1.93","0.9","1.21","3.79","null","null","455139","1","3","Top","null","null",,,"449786",,"140513_200452",-5.46,-129.58,-1.15,24.92,29.65,-23.85,"3.16","1.47","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0.7","null","0","0","null","23","3","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","88.2","1.32","6.11","Harrison, Matt",542340,457448,"null","ball",,,,,"13","Jonathan Villar strikes out swinging.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.54","1.55","-1.29","1.39","null","null","null","1","2","Bot","null","null",,,"455139",,"140513_194113",-10.41,-127.71,-8.4,19.4,31.98,-16.91,"3.49","1.56","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","16","1","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"SI","2014-05-13","85.0","-0.86","5.67","Germano, Justin",543807,430683,"null","ball",,,,,"13","George Springer singles on a line drive to right fielder Alex Rios.   Jose Altuve scores.","R","R","R","HOU","TEX","B","null","null","2","0",2014,"-0.48","0.62","-0.04","1.44","514888","null","null","1","4","Bot","null","null",,,"455139",,"140513_203423",2.76,-123.73,-4.42,-3.8,32.2,-27.75,"3.57","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","35","3","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","90.1","1.19","6.06","Keuchel, Dallas",425783,572971,"null","ball",,,,,"11","Shin-Soo Choo hit by pitch.    Robinson Chirinos to 2nd.","R","L","L","HOU","TEX","B","null","null","0","1",2014,"1.92","0.81","-0.99","2.92","null","null","455139","1","3","Top","null","null",,,"449786",,"140513_200435",-10.5,-130.75,-3.23,25.19,30.95,-24.79,"3.26","1.47","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","23","2","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
